399.40nm,404.39nm,409.38nm,414.37nm,419.37nm,424.38nm,429.38nm,434.40nm,439.41nm,444.43nm,449.45nm,454.48nm,459.51nm,464.54nm,469.58nm,474.62nm,479.67nm,484.72nm,489.77nm,494.83nm,499.89nm,504.95nm,510.02nm,515.10nm,520.17nm,525.25nm,530.34nm,535.43nm,540.52nm,545.61nm,550.71nm,555.82nm,560.93nm,566.04nm,571.15nm,576.27nm,581.40nm,586.52nm,591.65nm,596.79nm,601.93nm,607.07nm,612.22nm,617.37nm,622.52nm,627.68nm,632.84nm,638.00nm,643.17nm,648.35nm,653.53nm,658.71nm,663.89nm,669.08nm,674.27nm,679.47nm,684.67nm,689.87nm,695.08nm,700.29nm,705.51nm,710.73nm,715.95nm,721.18nm,726.41nm,731.65nm,736.89nm,742.13nm,747.38nm,752.63nm,757.88nm,763.14nm,768.40nm,773.67nm,778.94nm,784.21nm,789.49nm,794.77nm,800.06nm,805.35nm,810.64nm,815.94nm,821.24nm,826.55nm,831.85nm,837.17nm,842.48nm,847.80nm,853.13nm,858.46nm,863.79nm,869.12nm,874.46nm,879.81nm,885.16nm,890.51nm,895.86nm,901.22nm,906.58nm,911.95nm,917.32nm,922.70nm,928.07nm,933.46nm,938.84nm,944.23nm,949.63nm,955.03nm,960.43nm,965.83nm,971.24nm,976.66nm,982.07nm,987.49nm,992.92nm,998.35nm,1003.78nm,1009.22nm,1014.66nm,1020.10nm,1025.55nm,1031.00nm,1036.46nm,1041.92nm,1047.38nm,1052.85nm,1058.32nm,1063.79nm
1.088773012,1.042955279,1.091761947,1.024891377,1.017998219,0.909208119,0.778713763,0.636363089,0.473555356,0.384800225,0.31540677,0.284090161,0.253048509,0.23751922,0.220953166,0.216481671,0.215012565,0.211940289,0.215773657,0.222450376,0.232092723,0.239270195,0.256666303,0.275147051,0.292459935,0.315641999,0.339510113,0.365954697,0.387259245,0.411285371,0.430534482,0.455687553,0.474466234,0.497148275,0.512563288,0.524821937,0.551356673,0.561599672,0.585754752,0.589042306,0.599323094,0.61731714,0.624048173,0.647070169,0.642952442,0.647377312,0.651929855,0.664335728,0.672031224,0.682045698,0.67809397,0.674855888,0.693032384,0.691923738,0.695001125,0.706844151,0.694173455,0.691005647,0.697308242,0.700843215,0.70423311,0.709988713,0.708661675,0.701165915,0.692847133,0.692139924,0.701963365,0.700481176,0.697890699,0.693458676,0.685358524,0.677652597,0.660130382,0.651083708,0.651695788,0.647518158,0.636521935,0.628209233,0.631722093,0.635021925,0.633848727,0.625482202,0.62455821,0.629234433,0.63068831,0.621251702,0.609413922,0.603387058,0.605388641,0.607506037,0.606784999,0.602974415,0.59597373,0.599601507,0.600308239,0.598698914,0.589569867,0.579728842,0.569979608,0.56276232,0.555690289,0.550182581,0.54444021,0.533572495,0.528286695,0.525499105,0.528118372,0.530926526,0.522370934,0.510948777,0.501807749,0.488083571,0.473698199,0.454125851,0.427687287,0.404150516,0.383873492,0.372478038,0.360598981,0.359892547,0.365921736,0.369343549,0.380715936,0.390350461,0.405218422,0.429270297,0.450194508,0.470935464
