399.40nm,404.39nm,409.38nm,414.37nm,419.37nm,424.38nm,429.38nm,434.40nm,439.41nm,444.43nm,449.45nm,454.48nm,459.51nm,464.54nm,469.58nm,474.62nm,479.67nm,484.72nm,489.77nm,494.83nm,499.89nm,504.95nm,510.02nm,515.10nm,520.17nm,525.25nm,530.34nm,535.43nm,540.52nm,545.61nm,550.71nm,555.82nm,560.93nm,566.04nm,571.15nm,576.27nm,581.40nm,586.52nm,591.65nm,596.79nm,601.93nm,607.07nm,612.22nm,617.37nm,622.52nm,627.68nm,632.84nm,638.00nm,643.17nm,648.35nm,653.53nm,658.71nm,663.89nm,669.08nm,674.27nm,679.47nm,684.67nm,689.87nm,695.08nm,700.29nm,705.51nm,710.73nm,715.95nm,721.18nm,726.41nm,731.65nm,736.89nm,742.13nm,747.38nm,752.63nm,757.88nm,763.14nm,768.40nm,773.67nm,778.94nm,784.21nm,789.49nm,794.77nm,800.06nm,805.35nm,810.64nm,815.94nm,821.24nm,826.55nm,831.85nm,837.17nm,842.48nm,847.80nm,853.13nm,858.46nm,863.79nm,869.12nm,874.46nm,879.81nm,885.16nm,890.51nm,895.86nm,901.22nm,906.58nm,911.95nm,917.32nm,922.70nm,928.07nm,933.46nm,938.84nm,944.23nm,949.63nm,955.03nm,960.43nm,965.83nm,971.24nm,976.66nm,982.07nm,987.49nm,992.92nm,998.35nm,1003.78nm,1009.22nm,1014.66nm,1020.10nm,1025.55nm,1031.00nm,1036.46nm,1041.92nm,1047.38nm,1052.85nm,1058.32nm
0.978978753,1.023131371,0.950330198,0.931287289,0.895617008,0.822940111,0.662453473,0.509442985,0.3822667,0.293200076,0.229082391,0.182854816,0.155538231,0.128534943,0.105851203,0.088581324,0.07663174,0.065664947,0.05664378,0.05008813,0.045407861,0.040924478,0.038349457,0.036015235,0.034828641,0.033875585,0.033490654,0.033402413,0.033142839,0.033985287,0.03523403,0.036295451,0.038883604,0.040781621,0.043810397,0.050277077,0.057934407,0.065154515,0.073844239,0.082084149,0.095045552,0.106884569,0.121729136,0.135675848,0.148928642,0.165531576,0.185559332,0.211233228,0.234834448,0.25715673,0.274974287,0.30282709,0.331355333,0.350993931,0.372840077,0.393509179,0.413372397,0.446139157,0.480025858,0.508054137,0.534530938,0.563496947,0.583046854,0.596806288,0.615140438,0.645937264,0.679049075,0.702295542,0.721334696,0.73913312,0.744676709,0.734442055,0.734084785,0.75088644,0.768440783,0.768454313,0.767845452,0.782993853,0.790418804,0.774631977,0.74342221,0.730080664,0.723057389,0.710603595,0.685167313,0.661900103,0.647954226,0.640637875,0.636669099,0.623476088,0.604266405,0.584323287,0.566757798,0.561531246,0.565505505,0.564937413,0.56258589,0.557540953,0.550601363,0.544301867,0.54192245,0.537495971,0.530784547,0.52482909,0.519326448,0.5201599,0.524278045,0.529550254,0.525361598,0.516585588,0.506791234,0.493198961,0.480430216,0.465604424,0.44306004,0.416664273,0.396652251,0.379481763,0.373221368,0.372700185,0.376652986,0.384505451,0.393653363,0.410160899,0.432395071,0.445619822,0.469777524
